"City", "Region", "Country", "AirQuality", "WaterPollution"
"Siliguri", "West Bengal", "India", 40, 67
"Durgapur", "West Bengal", "India", 12.5, 50
"Baltimore", "Maryland", "United States of America", 62.5, 64.13043478260869
"Adelaide", "South Australia", "Australia", 88.84803921568627, 24.605263157894736
"Makhachkala", "Republic of Dagestan", "Russia", 62.5, 43.75
"Stavropol", "Stavropol Krai", "Russia", 85.71428571428572, 28.57142857142857
"Bacolod", "Western Visayas", "Philippines", 39.285714285714285, 75
"Vladikavkaz", "Republic of North Ossetia-Alania", "Russia", 50, 25
"Riehen", "", "Switzerland", 100, 50
"Tarlac City", "", "Philippines", 56.25, 75
"Rovinj", "Istria County", "Croatia", 100, 25
"Porec", "Istria County", "Croatia", 83.33333333333333, 8.333333333333332
"Saratov", "Saratov Oblast", "Russia", 25, 60
"Orenburg", "Orenburg Oblast", "Russia", 30, 60
"Saransk", "Republic of Mordovia", "Russia", 0, 100
"Kirov", "Kirov Oblast", "Russia", 66.66666666666666, 66.66666666666666
"Varazdin", "Varazdin County", "Croatia", 91.66666666666667, 33.333333333333336
"Izhevsk", "Udmurt Republic", "Russia", 33.333333333333336, 70.83333333333334
"Yoshkar-Ola", "Mari El Republic", "Russia", 100, 50
"Stellenbosch", "Western Cape", "South Africa", 75, 58.333333333333336
"Cape Town", "Western Cape", "South Africa", 68.61111111111111, 50.42613636363637
"Durban", "KwaZulu-Natal", "South Africa", 57.720588235294116, 60.22727272727273
"Cheboksary", "Chuvash Republic", "Russia", 50, 35
"Treviso", "Veneto", "Italy", 50, 27.77777777777778
"Penza", "Penza Oblast", "Russia", 37.5, 62.5
"Ulyanovsk", "Ulyanovsk Oblast", "Russia", 58.333333333333336, 37.5
"Koprivnica", "Koprivnica-Krizevci County", "Croatia", 100, 0
"Bjelovar", "Bjelovar-Bilogora County", "Croatia", 100, 0
"Mary", "Mary Region", "Turkmenistan", 100, 0
"Banda Aceh", "Aceh", "Indonesia", 71.42857142857143, 12.5
"Mecca", "Mecca Province", "Saudi Arabia", 28.57142857142857, 40.625
"Tyumen", "Tyumen Oblast", "Russia", 66.66666666666666, 55.00000000000001
"Xi'an", "Shaanxi", "People's Republic of China", 5.952380952380953, 72.05882352941177
"Toledo", "Castile-La Mancha", "Spain", 75, 50
"Kabul", "Kabul", "Afghanistan", 18.42105263157895, 81.06060606060606
"Vukovar", "Vukovar-Syrmia County", "Croatia", 25, 75
"Lhasa", "Tibet", "People's Republic of China", 12.5, 50
"Huntington Beach", "California", "United States of America", 85.71428571428572, 65.625
"Binjai", "North Sumatra", "Indonesia", 75, 0
"Cuneo", "Piedmont", "Italy", 82.5, 0
"Medan", "North Sumatra", "Indonesia", 20.833333333333332, 43.333333333333336
"Pematangsiantar", "North Sumatra", "Indonesia", 100, 0
"Hvar", "Split-Dalmatia County", "Croatia", 75, 25
"Novara", "Piedmont", "Italy", 65, 0
"Kemerovo", "Kemerovo Oblast", "Russia", 40, 60
"Alessandria", "Piedmont", "Italy", 35.714285714285715, 56.25
"Portland", "Oregon", "United States of America", 74.12280701754386, 36.342592592592595
"Asti", "Piedmont", "Italy", 62.5, 50
"Soest", "North Rhine-Westphalia", "Germany", 100, 50
"Brescia", "Lombardy", "Italy", 22.65625, 70.53571428571428
"Coventry", "England", "United Kingdom", 56.666666666666664, 31.818181818181817
"St Albans", "England", "United Kingdom", 62.5, 18.75
"Cremona", "Lombardy", "Italy", 50, 50
"Monza", "Lombardy", "Italy", 42.85714285714286, 50
"Varese", "Lombardy", "Italy", 50, 33.333333333333336
"Indianapolis", "Indiana", "United States of America", 67.44186046511628, 50.6578947368421
"Avignon", "", "France", 57.14285714285714, 66.66666666666666
"Montpellier", "", "France", 71.66666666666667, 29.54545454545454
"Antalya", "Antalya Province", "Turkey", 67.1875, 41.07142857142857
"Varna", "Varna Province", "Bulgaria", 40.10416666666667, 48.888888888888886
"Burgas", "Burgas Province", "Bulgaria", 46.42857142857143, 46.73913043478261
"Vicenza", "Veneto", "Italy", 45, 47.5
"Orleans", "", "France", 83.33333333333333, 50
"Irkutsk", "Irkutsk Oblast", "Russia", 53.125, 37.5
"Gorizia", "Friuli-Venezia Giulia", "Italy", 90, 25
"Strasbourg", "", "France", 68, 47.36842105263158
"Yakutsk", "Sakha Republic", "Russia", 58.333333333333336, 87.5
"Poitiers", "", "France", 87.5, 50
"Pokhara", "", "Nepal", 65.47619047619048, 71.42857142857143
"Lalitpur", "Bagmati", "Nepal", 20.454545454545453, 65
"Perpignan", "", "France", 95, 50
"Livorno", "Tuscany", "Italy", 55.55555555555556, 62.5
"Herzogenrath", "North Rhine-Westphalia", "Germany", 75, 50
"Blagoveshchensk", "Amur Oblast", "Russia", 25, 25
"Hof", "Bavaria", "Germany", 75, 50
"Dijon", "", "France", 87.5, 12.5
"Lugano", "Ticino", "Switzerland", 67.85714285714286, 12.5
"Nordhausen", "Thuringia", "Germany", 100, 50
"Brühl", "North Rhine-Westphalia", "Germany", 75, 50
"Girona", "Catalonia", "Spain", 100, 0
"Amberg", "Bavaria", "Germany", 100, 50
"Bad Kreuznach", "Rhineland-Palatinate", "Germany", 100, 50
"Padang", "West Sumatra", "Indonesia", 68.75, 25
"Sevastopol", "", "Ukraine", 75, 56.25
"Lutsk", "Volyn Oblast", "Ukraine", 54.166666666666664, 58.333333333333336
"Yogyakarta City", "Special Region of Yogyakarta", "Indonesia", 45.652173913043484, 57.291666666666664
"Jambi", "Jambi", "Indonesia", 87.5, 12.5
"Pekanbaru", "Riau", "Indonesia", 80, 25
"Yuzhno-Sakhalinsk", "Sakhalin Oblast", "Russia", 8.333333333333332, 75
"Toulouse", "", "France", 61.29032258064516, 39.42307692307692
"Casablanca", "Casablanca-Settat", "Morocco", 22.674418604651166, 60.57692307692307
"Palembang", "South Sumatra", "Indonesia", 75, 0
"Bandar Lampung", "Lampung", "Indonesia", 62.5, 40
"Biratnagar", "Province No. 1", "Nepal", 40, 50
"Dharan", "Province No. 1", "Nepal", 75, 50
"Valladolid", "Castile and Leon", "Spain", 70, 41.66666666666667
"Ostrava", "", "Czech Republic", 28.846153846153843, 25
"Terni", "Umbria", "Italy", 42.5, 50
"Miami", "Florida", "United States of America", 70.2020202020202, 47.36842105263158
"Karachi", "Sindh", "Pakistan", 21.969696969696972, 83.11170212765957
"Lagos", "Lagos", "Nigeria", 20.60810810810811, 80.51470588235294
"Rio de Janeiro", "Rio de Janeiro", "Brazil", 46.81208053691275, 77.24137931034483
"Seoul", "", "South Korea", 33.76288659793815, 36.452513966480446
"Shanghai", "", "People's Republic of China", 25, 67.58474576271186
"Bilbao", "Basque Autonomous Community", "Spain", 70, 26.315789473684216
"Seville", "Andalusia", "Spain", 57.14285714285714, 23.809523809523807
"Vigo", "Galicia", "Spain", 86.45833333333333, 21.250000000000004
"Granada", "Andalusia", "Spain", 58.92857142857143, 14.285714285714285
"Valencia", "Community of Valencia", "Spain", 59.65909090909091, 38.41463414634146
"Palma", "Balearic Islands", "Spain", 75, 36.66666666666667
"Malaga", "Andalusia", "Spain", 75, 30.555555555555557
"Las Pinas", "Metro Manila", "Philippines", 33.333333333333336, 75
"Malabon", "Metro Manila", "Philippines", 25, 50
"Cancun", "Quintana Roo", "Mexico", 75, 55.00000000000001
"Schaffhausen", "Canton of Schaffhausen", "Switzerland", 87.5, 18.75
"Guadalajara", "Jalisco", "Mexico", 43.07692307692308, 64.54545454545455
"Mandaluyong", "Metro Manila", "Philippines", 12.5, 82.5
"Winterthur", "Canton of Zurich", "Switzerland", 91.66666666666667, 0
"Baku", "", "Azerbaijan", 29.896907216494846, 69.0217391304348
"Thimphu", "Thimphu District", "Bhutan", 44.642857142857146, 60
"Bandar Seri Begawan", "Brunei-Muara District", "Brunei", 82.95454545454545, 48.86363636363637
"Dili", "Dili municipality", "Timor-Leste", 59.375, 62.5
"Vientiane", "Vientiane Prefecture", "Laos", 23.484848484848484, 73.33333333333334
"Male", "Kaafu Atoll", "Maldives", 35.57692307692308, 87.5
"Bishkek", "", "Kyrgyzstan", 18.571428571428573, 45.96774193548387
"Dushanbe", "", "Tajikistan", 41.66666666666667, 61.111111111111114
"Burgos", "Castile and Leon", "Spain", 100, 33.333333333333336
"Erode", "Tamil Nadu", "India", 50, 61.111111111111114
"Salem", "Tamil Nadu", "India", 48.80952380952381, 64.28571428571428
"Coimbatore", "Tamil Nadu", "India", 50, 65.74074074074075
"Mysore", "Karnataka", "India", 51.5625, 62.5
"Batam", "Riau Islands", "Indonesia", 56.25, 50
"Tanjung Pinang", "Riau Islands", "Indonesia", 0, 25
"Cilegon", "Banten", "Indonesia", 50, 50
"Tangerang", "Banten", "Indonesia", 45.45454545454545, 52.27272727272727
"Pamplona", "Navarre", "Spain", 100, 0
"Bandung", "West Java", "Indonesia", 40.38461538461539, 61.702127659574465
"Bogor", "West Java", "Indonesia", 67.3076923076923, 52.083333333333336
"Cimahi", "West Java", "Indonesia", 58.333333333333336, 33.333333333333336
"Depok", "West Java", "Indonesia", 8.333333333333332, 91.66666666666667
"Almeria", "Andalusia", "Spain", 75, 43.75
"Elche", "Community of Valencia", "Spain", 85, 41.66666666666667
"Saskatoon", "Saskatchewan", "Canada", 74.32432432432432, 29.6875
"Belfast", "Northern Ireland", "United Kingdom", 76.35135135135135, 22.72727272727273
"Cardiff", "Wales", "United Kingdom", 70, 20.454545454545453
"Georgetown", "Demerara-Mahaica", "Guyana", 51.31578947368421, 83.33333333333333
"Montecchio", "Umbria", "Italy", 87.5, 50
"Magelang", "Central Java", "Indonesia", 100, 0
"Salatiga", "Central Java", "Indonesia", 83.33333333333333, 37.5
"Semarang", "Central Java", "Indonesia", 55.55555555555556, 47.5
"Lugo", "Galicia", "Spain", 100, 50
"Sarajevo", "Federation of Bosnia and Herzegovina", "Bosnia and Herzegovina", 25, 44.01041666666667
"Butwal", "", "Nepal", 75, 53.125
"Hetauda", "Bagmati", "Nepal", 53.57142857142857, 83.33333333333333
"Kediri", "East Java", "Indonesia", 75, 0
"Madiun", "East Java", "Indonesia", 100, 6.25
"Malang", "East Java", "Indonesia", 77.17391304347827, 34.78260869565217
"Mojokerto", "East Java", "Indonesia", 100, 0
"Surabaya", "East Java", "Indonesia", 49.43181818181818, 57.77777777777777
"Denpasar", "Bali", "Indonesia", 33.69565217391305, 60.22727272727273
"Darwin", "Northern Territory", "Australia", 84.65909090909092, 26.923076923076923
"Tulcea", "Tulcea County", "Romania", 80, 29.166666666666664
"Siem Reap", "Siem Reap Province", "Cambodia", 60, 95
"Shenyang", "Liaoning", "People's Republic of China", 6.25, 76.5625
"Chongqing", "", "People's Republic of China", 30, 63.74999999999999
"Tianjin", "", "People's Republic of China", 16.346153846153843, 75
"Lahore", "Punjab", "Pakistan", 23.414634146341463, 75.51546391752578
"Wuhan", "Hubei", "People's Republic of China", 14.814814814814813, 72.72727272727273
"Nagoya", "Aichi Prefecture", "Japan", 76.25, 37.5
"Rajkot", "Gujarat", "India", 43.604651162790695, 58.10810810810811
"Zvolen", "Banska Bystrica Region", "Slovakia", 87.5, 50
"Vadodara", "Gujarat", "India", 43.45794392523364, 65.9090909090909
"Gandhinagar", "Gujarat", "India", 87.90322580645162, 50
"Alicante", "Community of Valencia", "Spain", 80.68181818181819, 40.625
"Tychy", "Silesian Voivodeship", "Poland", 22.499999999999996, 43.75
"Nantes", "", "France", 72.61904761904762, 20.588235294117645
"Brest", "", "France", 79.54545454545455, 35.714285714285715
"Murcia", "Region of Murcia", "Spain", 68.18181818181819, 32.14285714285714
"Huelva", "Andalusia", "Spain", 40, 50
"Sabadell", "Catalonia", "Spain", 50, 0
"Gijon", "Asturias", "Spain", 50, 25
"Jerez de la Frontera", "Andalusia", "Spain", 67.85714285714286, 25
"Pontevedra", "Galicia", "Spain", 96.42857142857143, 16.666666666666668
"Detroit", "Michigan", "United States of America", 51.21951219512195, 52.083333333333336
"Lokeren", "Flemish Region", "Belgium", 75, 50
"Majuro", "", "Marshall Islands", 43.75, 91.66666666666667
"Bruges", "Flemish Region", "Belgium", 82.5, 30
"Curico", "Maule Region", "Chile", 25, 50
"Sint-Niklaas", "Flemish Region", "Belgium", 25, 50
"Macerata", "Marche", "Italy", 93.75, 8.333333333333332
"La Linea de la Concepcion", "Andalusia", "Spain", 37.5, 75
"Ronda", "Andalusia", "Spain", 100, 0
"Krk", "Primorje-Gorski Kotar County", "Croatia", 50, 50
"Graz", "Styria", "Austria", 53.333333333333336, 21.153846153846157
"Savona", "Liguria", "Italy", 66.66666666666666, 62.5
"Piacenza", "Emilia-Romagna", "Italy", 62.5, 50
"Ferrara", "Emilia-Romagna", "Italy", 39.285714285714285, 50
"Ravenna", "Emilia-Romagna", "Italy", 64.28571428571428, 16.666666666666668
"Forli", "Emilia-Romagna", "Italy", 58.333333333333336, 100
"Rimini", "Emilia-Romagna", "Italy", 75, 62.5
"Lucca", "Tuscany", "Italy", 66.66666666666666, 37.5
"Pisa", "Tuscany", "Italy", 53.125, 37.5
"Prato", "Tuscany", "Italy", 50, 50
"Lecce", "Apulia", "Italy", 71.66666666666667, 47.72727272727273
"Latina", "Lazio", "Italy", 70.83333333333334, 62.5
"Foggia", "Apulia", "Italy", 62.5, 81.25
"Barletta", "Apulia", "Italy", 65, 75
"Brindisi", "Apulia", "Italy", 35, 58.333333333333336
"Taranto", "Apulia", "Italy", 75, 50
"Sassari", "Sardinia", "Italy", 71.875, 43.75
"Olbia", "Sardinia", "Italy", 87.5, 50
"Messina", "Sicily", "Italy", 75, 12.5
"Syracuse", "Sicily", "Italy", 59.375, 75
"Agrigento", "Sicily", "Italy", 75, 50
"Tartu", "Tartu County", "Estonia", 92.5925925925926, 11.956521739130432
"Banjarmasin", "South Kalimantan", "Indonesia", 100, 0
"Aarau", "Canton Aargau", "Switzerland", 87.5, 0
"Palangkaraya", "Central Kalimantan", "Indonesia", 100, 0
"Huasco", "Atacama Region", "Chile", 87.5, 50
"Iquique", "Tarapaca Region", "Chile", 40, 50
"La Serena", "Coquimbo Region", "Chile", 50, 62.5
"Balikpapan", "East Kalimantan", "Indonesia", 72.22222222222221, 38.88888888888889
"Linares", "Maule Region", "Chile", 0, 50
"Samarinda", "East Kalimantan", "Indonesia", 87.5, 0
"Makassar", "South Sulawesi", "Indonesia", 50, 45
"Aviles", "Asturias", "Spain", 50, 50
"Kaufbeuren", "Bavaria", "Germany", 100, 50
"Coburg", "Bavaria", "Germany", 100, 50
"Ansbach", "Bavaria", "Germany", 80, 25
"Bensheim", "Hesse", "Germany", 87.5, 50
"Saarlouis", "Saarland", "Germany", 100, 50
"Bernburg", "Saxony-Anhalt", "Germany", 100, 50
"Backnang", "Baden-Wurttemberg", "Germany", 100, 0
"Brno", "", "Czech Republic", 55.932203389830505, 35.18518518518518
"Tarragona", "Catalonia", "Spain", 50, 45
"Castello de la Plana", "Community of Valencia", "Spain", 87.5, 25
"Albacete", "Castile-La Mancha", "Spain", 75, 12.5
"Shenzhen", "Guangdong", "People's Republic of China", 44.871794871794876, 67.01388888888889
"Kendari", "Southeast Sulawesi", "Indonesia", 100, 0
"Badalona", "Catalonia", "Spain", 87.5, 50
"Vilanova i la Geltru", "Catalonia", "Spain", 87.5, 50
"Kagoshima", "Kagoshima Prefecture", "Japan", 50, 50
"Caceres", "Extremadura", "Spain", 100, 50
"Badajoz", "Extremadura", "Spain", 96.875, 43.75
"Jaen", "Andalusia", "Spain", 75, 37.5
"Cadiz", "Andalusia", "Spain", 77.77777777777779, 25
"Salamanca", "Castile and Leon", "Spain", 96.42857142857143, 25
"Novorossiysk", "Krasnodar Krai", "Russia", 33.333333333333336, 90
"Manado", "North Sulawesi", "Indonesia", 50, 58.333333333333336
"Domzale", "Municipality of Domzale", "Slovenia", 50, 0
"Grosuplje", "Municipality of Grosuplje", "Slovenia", 100, 0
"Idrija", "Municipality of Idrija", "Slovenia", 75, 25
"Izola", "Municipality of Izola", "Slovenia", 90, 9.999999999999998
"Murska Sobota", "City Municipality of Murska Sobota", "Slovenia", 62.5, 50
"Ravne na Koroskem", "Municipality of Ravne na Koroskem", "Slovenia", 75, 50
"Slovenska Bistrica", "Municipality of Slovenska Bistrica", "Slovenia", 100, 75
"Slovenj Gradec", "City Municipality of Slovenj Gradec", "Slovenia", 75, 0
"Skofja Loka", "Municipality of Skofja Loka", "Slovenia", 100, 0
"Velenje", "City Municipality of Velenje", "Slovenia", 75, 50
"Zagorje ob Savi", "Zagorje ob Savi Municipality", "Slovenia", 62.5, 50
"Uelzen", "Lower Saxony", "Germany", 100, 50
"Schwedt/Oder", "Brandenburg", "Germany", 87.5, 50
"Esch-sur-Alzette", "", "Luxembourg", 75, 50
"Deggendorf", "Bavaria", "Germany", 50, 0
"Maldonado", "Maldonado Department", "Uruguay", 100, 0
"Nanaimo", "British Columbia", "Canada", 89.77272727272727, 29.166666666666664
"Ceske Budejovice", "", "Czech Republic", 65, 50
"Busan", "", "South Korea", 44.73684210526316, 48.333333333333336
"San Diego", "California", "United States of America", 74.38271604938271, 52.36486486486487
"San Jose", "California", "United States of America", 62.2093023255814, 41.25
"Denver", "Colorado", "United States of America", 53.17796610169492, 36.83035714285714
"Houston", "Texas", "United States of America", 45.860927152317885, 57.0945945945946
"Phoenix", "Arizona", "United States of America", 44.29347826086957, 47.647058823529406
"Dallas", "Texas", "United States of America", 63.38028169014085, 42.69230769230769
"Fort Worth", "Texas", "United States of America", 47.72727272727273, 51.13636363636363
"Austin", "Texas", "United States of America", 68.57142857142857, 43.5
"El Paso", "Texas", "United States of America", 63.74999999999999, 44.642857142857146
"Memphis", "Tennessee", "United States of America", 66.30434782608697, 48.68421052631579
"Charlotte", "North Carolina", "United States of America", 76.875, 31.57894736842105
"Columbus", "Ohio", "United States of America", 87.5, 62.5
"Jacksonville", "Florida", "United States of America", 75.6578947368421, 66.21621621621621
"Guangzhou", "Guangdong", "People's Republic of China", 29.326923076923077, 68.4782608695652
"Nanjing", "Jiangsu", "People's Republic of China", 26.923076923076923, 75
"Long Beach", "California", "United States of America", 50, 32.69230769230769
"Maple Ridge", "British Columbia", "Canada", 66.66666666666666, 41.66666666666667
"Laredo", "Texas", "United States of America", 0, 100
"Los Angeles", "Biobio Region", "Chile", 12.5, 50
"Urumqi", "Xinjiang", "People's Republic of China", 16.666666666666668, 62.5
"Oakland", "California", "United States of America", 72.14285714285714, 33.333333333333336
"Thessaloniki", "", "Greece", 39.523809523809526, 47.5
"Marikina", "Metro Manila", "Philippines", 83.33333333333333, 66.66666666666666
"Muntinlupa", "Metro Manila", "Philippines", 40.625, 83.33333333333333
"Pasay", "Metro Manila", "Philippines", 25, 100
"Ballarat", "Victoria", "Australia", 89.0625, 23.333333333333332
"Alice Springs", "Northern Territory", "Australia", 65.625, 28.125
"Sacramento", "California", "United States of America", 55.092592592592595, 39.8936170212766
"Biella", "Piedmont", "Italy", 87.5, 50
"Honolulu", "Hawaii", "United States of America", 74.58333333333333, 41.51785714285714
"Manchester", "England", "United Kingdom", 52, 37.77777777777778
"Providence", "Rhode Island", "United States of America", 76.47058823529412, 59.61538461538461
"Brooklyn", "New York", "United States of America", 52.083333333333336, 33.65384615384615
"Tucson", "Arizona", "United States of America", 84.2741935483871, 39.6551724137931
"Stockport", "England", "United Kingdom", 75, 0
"Nha Trang", "Khanh Hoa", "Vietnam", 51.92307692307693, 57.692307692307686
"Simferopol", "Republic of Crimea", "Russia", 18.75, 33.333333333333336
"Gori", "Shida Kartli", "Georgia", 75, 50
"Bucharest", "", "Romania", 23.50574712643678, 55.023364485981304
